59	45	19
9	5	15	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2.5	0.5	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.116486	0.01	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.1	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.188833	0.01	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.1	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.005	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.005	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.005	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.01	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.01	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.0001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.00863636	0.01	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.08	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.01	0.0001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.01	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.01	0.0001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0.01	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.05	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.0008	0.0001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.5	0.0001	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.03	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.01	0.001	10	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.05	20	.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0.05	20	.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0.05	20	.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	0.05	20	.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	0.05	20	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
